Reaction.Type,y,I,day
2,0,560,42.93215816
2,0,559,42.93857005
1,1,558,42.93975367
1,1,559,42.94396635
1,1,560,42.94668553
1,1,561,42.95018012
2,0,562,42.95402248
1,1,561,42.95696597
1,1,562,42.96015299
1,1,563,42.9633185
1,1,564,42.98434338
1,1,565,42.98656329
1,1,566,42.99360966
2,0,567,42.99557655
1,1,566,43.00753044
1,1,567,43.01231303
1,1,568,43.01817429
1,1,569,43.02082183
2,0,570,43.02496851
2,0,569,43.02529659
2,0,568,43.02693227
2,0,567,43.03086761
1,1,566,43.03107797
1,1,567,43.03133195
1,1,568,43.03268382
2,0,569,43.0357623
1,1,568,43.03987601
2,0,569,43.04551705
1,1,568,43.04783314
1,1,569,43.04801073
2,0,570,43.04853241
2,0,569,43.05589565
2,0,568,43.06450396
2,0,567,43.06580038
1,1,566,43.06606805
1,1,567,43.06933485
1,1,568,43.07328152
2,0,569,43.07923367
2,0,568,43.08041353
2,0,567,43.08097434
1,1,566,43.08313122
1,1,567,43.08497548
1,1,568,43.08664799
1,1,569,43.08665682
1,1,570,43.08911616
1,1,571,43.10957457
1,1,572,43.11481067
2,0,573,43.11649994
2,0,572,43.11738781
1,1,571,43.11770433
1,1,572,43.11968628
2,0,573,43.12123939
2,0,572,43.12215519
1,1,571,43.12323796
1,1,572,43.12548446
1,1,573,43.13112995
2,0,574,43.13490757
1,1,573,43.13873791
1,1,574,43.13897969
2,0,575,43.14455777
2,0,574,43.14978826
1,1,573,43.16548581
1,1,574,43.16563257
1,1,575,43.17642075
2,0,576,43.1790749
1,1,575,43.18030492
1,1,576,43.18414039
1,1,577,43.19586039
2,0,578,43.1970628
2,0,577,43.20121505
2,0,576,43.20438888
1,1,575,43.20861713
1,1,576,43.21473026
1,1,577,43.21827724
1,1,578,43.21957345
2,0,579,43.22016763
2,0,578,43.22193993
1,1,577,43.22345281
2,0,578,43.22401315
2,0,577,43.22588738
2,0,576,43.22722511
2,0,575,43.22932298
1,1,574,43.23210902
2,0,575,43.2350706
1,1,574,43.23749943
2,0,575,43.24216421
1,1,574,43.24267098
1,1,575,43.2447011
2,0,576,43.24654588
2,0,575,43.25446724
2,0,574,43.2599186
1,1,573,43.26250829
1,1,574,43.26547832
1,1,575,43.2669789
2,0,576,43.26969806
1,1,575,43.27744822
1,1,576,43.27949329
2,0,577,43.27950073
2,0,576,43.28154259
1,1,575,43.284779
2,0,576,43.28887137
2,0,575,43.29977757
1,1,574,43.30129975
1,1,575,43.30375969
2,0,576,43.30507538
1,1,575,43.30513048
1,1,576,43.30562717
1,1,577,43.30892937
1,1,578,43.30912505
1,1,579,43.30918284
2,0,580,43.3191815
1,1,579,43.32317826
1,1,580,43.32470103
2,0,581,43.32699331
1,1,580,43.32727259
1,1,581,43.32836352
2,0,582,43.34113181
2,0,581,43.34126473
2,0,580,43.34954014
1,1,579,43.34962327
2,0,580,43.35080973
2,0,579,43.3624182
1,1,578,43.36730271
1,1,579,43.38133178
2,0,580,43.38158033
2,0,579,43.38424944
1,1,578,43.39059699
1,1,579,43.39379854
1,1,580,43.39469783
1,1,581,43.41110962
1,1,582,43.41496599
1,1,583,43.41739402
2,0,584,43.41880231
1,1,583,43.4214942
1,1,584,43.42619854
2,0,585,43.4265887
1,1,584,43.42721616
1,1,585,43.42975209
1,1,586,43.43108014
1,1,587,43.43263098
1,1,588,43.43556226
1,1,589,43.43882344
2,0,590,43.44231409
2,0,589,43.44723807
1,1,588,43.44841388
2,0,589,43.44857245
2,0,588,43.45725851
1,1,587,43.45769572
1,1,588,43.45853965
1,1,589,43.46590436
2,0,590,43.46681784
1,1,589,43.47950908
2,0,590,43.47985151
1,1,589,43.48215878
1,1,590,43.48724978
1,1,591,43.49110219
1,1,592,43.49483537
1,1,593,43.50569322
1,1,594,43.50586557
1,1,595,43.50693049
2,0,596,43.50817554
1,1,595,43.51051639
1,1,596,43.51321334
2,0,597,43.51485506
1,1,596,43.52336943
1,1,597,43.52520575
1,1,598,43.52531583
1,1,599,43.52756197
1,1,600,43.53223631
2,0,601,43.5324611
2,0,600,43.53379804
1,1,599,43.53631417
2,0,600,43.53758065
2,0,599,43.5509508
1,1,598,43.55290271
2,0,599,43.56413944
2,0,598,43.56491666
2,0,597,43.56551891
1,1,596,43.57262388
1,1,597,43.57437011
2,0,598,43.57467128
2,0,597,43.57600293
1,1,596,43.5798457
1,1,597,43.58203854
2,0,598,43.58623773
2,0,597,43.58680403
2,0,596,43.59020042
1,1,595,43.59478947
2,0,596,43.59969581
1,1,595,43.60737451
2,0,596,43.61405998
1,1,595,43.61611118
2,0,596,43.61925235
2,0,595,43.62090334
1,1,594,43.62202007
2,0,595,43.62230305
2,0,594,43.62237438
2,0,593,43.62801738
1,1,592,43.6282847
1,1,593,43.64398089
1,1,594,43.65171303
2,0,595,43.66873551
1,1,594,43.67112768
2,0,595,43.67505418
1,1,594,43.67788399
2,0,595,43.67935771
2,0,594,43.68998002
2,0,593,43.69646161
1,1,592,43.69781223
1,1,593,43.69840076
2,0,594,43.70035585
1,1,593,43.7027536
2,0,594,43.70409589
1,1,593,43.70617215
1,1,594,43.71112782
2,0,595,43.72792563
1,1,594,43.72937582
2,0,595,43.74071928
2,0,594,43.74080552
2,0,593,43.75024383
1,1,592,43.7573211
2,0,593,43.75781766
2,0,592,43.76443911
1,1,591,43.76786025
1,1,592,43.77551292
1,1,593,43.78015545
1,1,594,43.7803087
1,1,595,43.78060032
1,1,596,43.78524098
1,1,597,43.79229713
1,1,598,43.79304286
1,1,599,43.79779755
2,0,600,43.80711086
1,1,599,43.80829445
2,0,600,43.8127208
1,1,599,43.81585773
1,1,600,43.82032962
2,0,601,43.82409876
2,0,600,43.83403606
1,1,599,43.83497602
2,0,600,43.83521339
2,0,599,43.84299212
1,1,598,43.84355132
1,1,599,43.84357006
1,1,600,43.84465406
2,0,601,43.84912574
2,0,600,43.85072193
2,0,599,43.85196971
2,0,598,43.85374569
2,0,597,43.86211825
2,0,596,43.86319333
1,1,595,43.86524331
1,1,596,43.86527707
1,1,597,43.86542043
1,1,598,43.86669333
2,0,599,43.86805679
1,1,598,43.87030839
1,1,599,43.87644443
2,0,600,43.87942889
1,1,599,43.87978731
1,1,600,43.88082536
1,1,601,43.88263006
1,1,602,43.88456852
1,1,603,43.88485947
2,0,604,43.88774685
1,1,603,43.88896534
1,1,604,43.89066128
2,0,605,43.89067835
1,1,604,43.89569768
2,0,605,43.9015943
1,1,604,43.90596953
1,1,605,43.91334113
2,0,606,43.91540519
1,1,605,43.91694882
2,0,606,43.91795675
1,1,605,43.92579638
1,1,606,43.92961096
2,0,607,43.93084485
1,1,606,43.9361557
1,1,607,43.93700434
1,1,608,43.94895698
1,1,609,43.95326222
2,0,610,43.96015458
1,1,609,43.96550345
2,0,610,43.96569452
1,1,609,43.96941936
1,1,610,43.97375255
1,1,611,43.98028944
2,0,612,43.98245443
1,1,611,43.98556287
1,1,612,43.99970386
1,1,613,44.00125223
1,1,614,44.01131386
1,1,615,44.01852093
1,1,616,44.02235419
2,0,617,44.02510281
1,1,616,44.02610201
1,1,617,44.03217681
2,0,618,44.03289253
1,1,617,44.03537169
1,1,618,44.03613054
1,1,619,44.04092546
2,0,620,44.04166898
2,0,619,44.04196219
1,1,618,44.04270454
1,1,619,44.04355119
2,0,620,44.0462305
2,0,619,44.05368344
2,0,618,44.05504207
1,1,617,44.06273638
1,1,618,44.06309565
2,0,619,44.06785385
1,1,618,44.0709679
1,1,619,44.07567845
1,1,620,44.07677513
2,0,621,44.08155929
2,0,620,44.08609014
1,1,619,44.09000113
2,0,620,44.09304868
2,0,619,44.09383475
2,0,618,44.09395035
2,0,617,44.09785245
1,1,616,44.100636
2,0,617,44.10297717
1,1,616,44.10849735
1,1,617,44.10970663
1,1,618,44.11626073
2,0,619,44.12162685
1,1,618,44.12706901
1,1,619,44.12914407
1,1,620,44.1331076
1,1,621,44.13475914
1,1,622,44.13503015
2,0,623,44.13858774
1,1,622,44.14003546
2,0,623,44.14678759
2,0,622,44.15212737
2,0,621,44.15878533
1,1,620,44.16723132
2,0,621,44.17190056
2,0,620,44.17420753
1,1,619,44.17753024
1,1,620,44.17801755
1,1,621,44.17930761
2,0,622,44.18256487
1,1,621,44.18392062
1,1,622,44.18502336
2,0,623,44.18828901
1,1,622,44.19112545
2,0,623,44.19247313
1,1,622,44.19485639
1,1,623,44.19765587
1,1,624,44.20105741
1,1,625,44.20547281
2,0,626,44.20939448
2,0,625,44.21068073
2,0,624,44.21615661
1,1,623,44.21702428
2,0,624,44.21732009
1,1,623,44.21762364
2,0,624,44.22456077
1,1,623,44.23040634
1,1,624,44.23985752
1,1,625,44.24655714
1,1,626,44.25276405
2,0,627,44.25362099
1,1,626,44.26149267
1,1,627,44.26535444
2,0,628,44.27371666
2,0,627,44.27597482
1,1,626,44.27662903
1,1,627,44.28688114
2,0,628,44.29007293
1,1,627,44.29186526
1,1,628,44.29343519
1,1,629,44.30425144
1,1,630,44.30439361
1,1,631,44.30632399
2,0,632,44.30702775
1,1,631,44.30961083
1,1,632,44.31027075
2,0,633,44.32297151
1,1,632,44.33228986
2,0,633,44.34050375
1,1,632,44.34094372
1,1,633,44.34186735
2,0,634,44.34755618
1,1,633,44.35113421
1,1,634,44.35153401
1,1,635,44.35284694
1,1,636,44.35606236
2,0,637,44.36411636
2,0,636,44.36594701
1,1,635,44.37163539
1,1,636,44.37718516
1,1,637,44.38128003
2,0,638,44.38264794
2,0,637,44.39995657
2,0,636,44.40819771
2,0,635,44.4179996
1,1,634,44.42496103
2,0,635,44.42538442
2,0,634,44.42659631
1,1,633,44.43060077
2,0,634,44.43330017
2,0,633,44.43735517
1,1,632,44.43736293
2,0,633,44.43751957
1,1,632,44.43929523
1,1,633,44.43930067
2,0,634,44.45292419
1,1,633,44.45342538
1,1,634,44.45387249
1,1,635,44.45416649
2,0,636,44.45766626
1,1,635,44.45911706
1,1,636,44.46272353
1,1,637,44.46290128
2,0,638,44.46797935
1,1,637,44.46879817
1,1,638,44.47484613
1,1,639,44.47663771
2,0,640,44.47765823
1,1,639,44.48264033
1,1,640,44.48378993
1,1,641,44.48834989
2,0,642,44.49123267
2,0,641,44.49416923
2,0,640,44.49487695
1,1,639,44.49493801
1,1,640,44.50067903
1,1,641,44.50303924
1,1,642,44.50333569
1,1,643,44.50349725
2,0,644,44.5045581
1,1,643,44.50718161
2,0,644,44.50893168
1,1,643,44.50898611
1,1,644,44.51174976
1,1,645,44.51366123
1,1,646,44.51453268
1,1,647,44.51934317
2,0,648,44.51976219
1,1,647,44.52041373
2,0,648,44.52331876
1,1,647,44.52426849
2,0,648,44.53652948
2,0,647,44.53866643
2,0,646,44.53968269
2,0,645,44.55944921
2,0,644,44.56091918
1,1,643,44.56593048
1,1,644,44.57569269
1,1,645,44.57966356
2,0,646,44.5842152
2,0,645,44.58493174
1,1,644,44.58654959
2,0,645,44.58710005
2,0,644,44.59176371
1,1,643,44.59266282
2,0,644,44.59588897
2,0,643,44.59826393
2,0,642,44.59964076
2,0,641,44.59997599
1,1,640,44.60426898
2,0,641,44.60776565
1,1,640,44.60881572
1,1,641,44.60963604
2,0,642,44.61433803
2,0,641,44.62179406
2,0,640,44.62191472
2,0,639,44.62448908
1,1,638,44.63149352
2,0,639,44.63238152
2,0,638,44.6364497
1,1,637,44.63812623
2,0,638,44.64022979
1,1,637,44.64148145
2,0,638,44.64342702
1,1,637,44.64372536
1,1,638,44.65832374
1,1,639,44.65907761
1,1,640,44.66499109
1,1,641,44.66541077
1,1,642,44.66979204
2,0,643,44.67483853
1,1,642,44.67823257
2,0,643,44.67860327
1,1,642,44.67919985
1,1,643,44.68108111
1,1,644,44.68272153
1,1,645,44.68724741
1,1,646,44.6934304
1,1,647,44.69376559
1,1,648,44.69414637
2,0,649,44.69793935
1,1,648,44.69841017
2,0,649,44.69890766
1,1,648,44.70549493
2,0,649,44.70732023
1,1,648,44.70882829
1,1,649,44.71478202
1,1,650,44.71838347
1,1,651,44.7196695
2,0,652,44.72056931
1,1,651,44.72512121
1,1,652,44.72799491
1,1,653,44.72924898
1,1,654,44.72988815
1,1,655,44.74151849
2,0,656,44.74390476
1,1,655,44.7441217
1,1,656,44.74687374
2,0,657,44.74928692
2,0,656,44.75024074
1,1,655,44.75541975
2,0,656,44.75791261
1,1,655,44.75928227
1,1,656,44.7646675
2,0,657,44.76887083
2,0,656,44.77274807
2,0,655,44.77858843
1,1,654,44.77887096
1,1,655,44.78998055
1,1,656,44.79113878
1,1,657,44.79751865
2,0,658,44.80096042
2,0,657,44.80105429
2,0,656,44.80687615
1,1,655,44.81127766
1,1,656,44.82147692
2,0,657,44.82352959
2,0,656,44.82358015
2,0,655,44.82977431
1,1,654,44.83022263
1,1,655,44.83118648
2,0,656,44.83159854
2,0,655,44.83784702
2,0,654,44.83939906
1,1,653,44.83968952
1,1,654,44.84439555
1,1,655,44.84720007
2,0,656,44.85162998
2,0,655,44.85790469
2,0,654,44.85823391
1,1,653,44.85940458
1,1,654,44.87251929
1,1,655,44.87353936
1,1,656,44.87365133
1,1,657,44.87511022
1,1,658,44.88030129
1,1,659,44.88221588
1,1,660,44.89077499
1,1,661,44.89550141
1,1,662,44.89802514
2,0,663,44.90140223
1,1,662,44.90350053
1,1,663,44.90951358
1,1,664,44.91321773
1,1,665,44.91323942
1,1,666,44.91334228
1,1,667,44.91361761
2,0,668,44.91712827
1,1,667,44.91817076
2,0,668,44.92926732
2,0,667,44.93011077
1,1,666,44.9352761
1,1,667,44.93678587
1,1,668,44.93790164
2,0,669,44.9379806
1,1,668,44.95013953
1,1,669,44.95316395
2,0,670,44.9550227
1,1,669,44.95699972
1,1,670,44.95708586
2,0,671,44.95779842
1,1,670,44.96022653
1,1,671,44.96507132
1,1,672,44.96594039
1,1,673,44.97221529
1,1,674,44.97329368
1,1,675,44.97593141
1,1,676,44.97754069
1,1,677,44.9819069
2,0,678,44.98547903
2,0,677,44.99159284
2,0,676,44.99803684
1,1,675,45.00192591
1,1,676,45.00477883
2,0,677,45.0076839
1,1,676,45.00872807
1,1,677,45.00948923
1,1,678,45.00959824
1,1,679,45.01564707
1,1,680,45.01728638
1,1,681,45.01784628
2,0,682,45.01990157
1,1,681,45.02585554
2,0,682,45.02890038
2,0,681,45.03258097
2,0,680,45.03771965
1,1,679,45.04005915
1,1,680,45.04106546
1,1,681,45.04266569
2,0,682,45.04279388
1,1,681,45.04954385
2,0,682,45.05080875
2,0,681,45.05672083
1,1,680,45.05846035
1,1,681,45.0587868
2,0,682,45.060294
1,1,681,45.06178432
2,0,682,45.06251183
2,0,681,45.06731319
1,1,680,45.07110254
1,1,681,45.07740648
2,0,682,45.07908761
2,0,681,45.07929374
2,0,680,45.08064959
2,0,679,45.08241355
1,1,678,45.08599475
1,1,679,45.08619214
2,0,680,45.08963788
2,0,679,45.09405193
2,0,678,45.09439885
1,1,677,45.0952648
2,0,678,45.09530729
2,0,677,45.09974238
1,1,676,45.10730759
1,1,677,45.10912559
1,1,678,45.11284766
2,0,679,45.1155526
1,1,678,45.11925227
1,1,679,45.12239704
1,1,680,45.12719437
1,1,681,45.13247141
2,0,682,45.13394503
1,1,681,45.13509068
1,1,682,45.13541288
2,0,683,45.14108962
2,0,682,45.14364692
1,1,681,45.14419089
2,0,682,45.14568331
1,1,681,45.14624186
2,0,682,45.15034238
1,1,681,45.1547239
1,1,682,45.15558973
2,0,683,45.15796651
1,1,682,45.15869054
2,0,683,45.16042493
2,0,682,45.16557362
2,0,681,45.16573964
1,1,680,45.16724639
2,0,681,45.16828774
1,1,680,45.16942628
1,1,681,45.17143661
1,1,682,45.17193169
2,0,683,45.17368411
2,0,682,45.1753159
1,1,681,45.17622788
1,1,682,45.17682842
1,1,683,45.17811351
1,1,684,45.17841268
2,0,685,45.18007515
1,1,684,45.18030018
2,0,685,45.18364651
1,1,684,45.18544601
1,1,685,45.18662521
1,1,686,45.19208302
1,1,687,45.19689023
1,1,688,45.20000206
1,1,689,45.20045341
2,0,690,45.20511162
1,1,689,45.20724231
1,1,690,45.2106583
1,1,691,45.21414774
1,1,692,45.21586949
1,1,693,45.2165586
1,1,694,45.22369089
1,1,695,45.22478313
1,1,696,45.22704019
1,1,697,45.24040108
1,1,698,45.24084287
1,1,699,45.25273385
2,0,700,45.26387123
1,1,699,45.26726671
1,1,700,45.26837144
2,0,701,45.26959874
1,1,700,45.27113646
1,1,701,45.27130409
1,1,702,45.27375284
1,1,703,45.27405786
1,1,704,45.2744974
2,0,705,45.28327002
2,0,704,45.28348679
1,1,703,45.28664827
1,1,704,45.28730156
2,0,705,45.29159273
1,1,704,45.2932729
2,0,705,45.29575178
1,1,704,45.30593705
2,0,705,45.30744914
1,1,704,45.30831061
1,1,705,45.31494831
2,0,706,45.31495154
1,1,705,45.31702292
2,0,706,45.31819179
1,1,705,45.31975457
1,1,706,45.32063462
2,0,707,45.32189113
2,0,706,45.32458898
2,0,705,45.32544671
1,1,704,45.32836889
1,1,705,45.33040885
1,1,706,45.33131446
1,1,707,45.33167592
1,1,708,45.3342636
1,1,709,45.33809008
1,1,710,45.33909305
1,1,711,45.34400369
2,0,712,45.34489423
2,0,711,45.35647795
2,0,710,45.35900582
2,0,709,45.36553764
2,0,708,45.36696273
1,1,707,45.36900364
2,0,708,45.37205609
1,1,707,45.38373338
1,1,708,45.39186521
1,1,709,45.39372249
1,1,710,45.39437436
2,0,711,45.40199207
2,0,710,45.40210067
2,0,709,45.40540154
2,0,708,45.40963934
2,0,707,45.41168566
2,0,706,45.41782425
1,1,705,45.41815766
2,0,706,45.41912614
2,0,705,45.42027429
2,0,704,45.42098481
1,1,703,45.42251166
1,1,704,45.42423482
1,1,705,45.42763909
2,0,706,45.43187592
2,0,705,45.43540735
1,1,704,45.43785021
2,0,705,45.43935778
1,1,704,45.4405379
1,1,705,45.44074029
2,0,706,45.45337107
1,1,705,45.4536223
2,0,706,45.45638959
1,1,705,45.46261512
2,0,706,45.46327372
2,0,705,45.46524855
1,1,704,45.46785035
2,0,705,45.47016316
2,0,704,45.4735217
2,0,703,45.47437723
2,0,702,45.47506372
2,0,701,45.47678896
1,1,700,45.47791555
1,1,701,45.4805761
1,1,702,45.48228764
1,1,703,45.48816539
1,1,704,45.48889638
1,1,705,45.48892292
2,0,706,45.49431494
2,0,705,45.49689679
2,0,704,45.49718866
1,1,703,45.49751574
2,0,704,45.50359473
1,1,703,45.504348
2,0,704,45.50588777
1,1,703,45.51039306
1,1,704,45.51756624
1,1,705,45.52227599
1,1,706,45.52478233
1,1,707,45.52779857
2,0,708,45.53227343
1,1,707,45.5366885
1,1,708,45.53698301
1,1,709,45.54194288
2,0,710,45.54497021
1,1,709,45.54882572
1,1,710,45.55185352
2,0,711,45.55196972
1,1,710,45.55198011
1,1,711,45.55259765
2,0,712,45.55616578
1,1,711,45.55774483
2,0,712,45.56081791
2,0,711,45.5687204
1,1,710,45.57040854
1,1,711,45.57069348
1,1,712,45.57165748
1,1,713,45.57365627
2,0,714,45.58222452
1,1,713,45.58372868
1,1,714,45.59090834
2,0,715,45.5957869
1,1,714,45.59591123
2,0,715,45.59746018
2,0,714,45.59816489
2,0,713,45.59891977
2,0,712,45.6057469
2,0,711,45.60755535
1,1,710,45.60819271
2,0,711,45.61129023
1,1,710,45.61320935
2,0,711,45.6160345
1,1,710,45.62395333
1,1,711,45.63385839
1,1,712,45.63712492
2,0,713,45.63918973
1,1,712,45.64430476
2,0,713,45.64660885
1,1,712,45.64732479
1,1,713,45.65211257
1,1,714,45.65488818
2,0,715,45.66577111
2,0,714,45.67053016
1,1,713,45.67130858
2,0,714,45.67151771
2,0,713,45.6777106
2,0,712,45.67792527
1,1,711,45.67859387
1,1,712,45.68062228
1,1,713,45.6834681
1,1,714,45.68657652
1,1,715,45.68816914
2,0,716,45.6886958
1,1,715,45.69014757
1,1,716,45.6964155
1,1,717,45.70055508
2,0,718,45.70587201
2,0,717,45.7083874
1,1,716,45.71449704
1,1,717,45.71501508
2,0,718,45.71939083
2,0,717,45.72239273
2,0,716,45.72669971
1,1,715,45.72719874
1,1,716,45.72933142
2,0,717,45.72940698
2,0,716,45.72941619
2,0,715,45.72945503
2,0,714,45.7404109
1,1,713,45.74282839
1,1,714,45.74691254
2,0,715,45.74741065
1,1,714,45.749865
1,1,715,45.75108861
1,1,716,45.75675672
1,1,717,45.76053793
2,0,718,45.7694674
1,1,717,45.76987859
1,1,718,45.77197664
2,0,719,45.77306913
1,1,718,45.77610955
2,0,719,45.77639855
2,0,718,45.78095802
1,1,717,45.78423419
2,0,718,45.78436033
2,0,717,45.78794447
1,1,716,45.79096346
2,0,717,45.79551882
1,1,716,45.79658275
2,0,717,45.8032333
1,1,716,45.8037522
2,0,717,45.81660704
1,1,716,45.81683431
1,1,717,45.81765154
1,1,718,45.81881144
1,1,719,45.82425877
2,0,720,45.82701945
2,0,719,45.82819187
1,1,718,45.83397674
2,0,719,45.83843756
1,1,718,45.8409101
1,1,719,45.84494389
2,0,720,45.8538859
2,0,719,45.86236125
2,0,718,45.86261994
1,1,717,45.87023967
2,0,718,45.87906313
1,1,717,45.88156042
2,0,718,45.88229606
1,1,717,45.88710633
2,0,718,45.89091189
1,1,717,45.89375334
2,0,718,45.89717091
1,1,717,45.89949192
2,0,718,45.89982169
1,1,717,45.9006107
1,1,718,45.90768043
1,1,719,45.90874753
2,0,720,45.91201489
1,1,719,45.92063433
1,1,720,45.92081283
2,0,721,45.92322458
1,1,720,45.92680882
2,0,721,45.93057769
2,0,720,45.93351449
1,1,719,45.93389711
1,1,720,45.93541009
2,0,721,45.93913861
1,1,720,45.93930025
2,0,721,45.95183272
2,0,720,45.95746066
2,0,719,45.95943106
1,1,718,45.96190674
2,0,719,45.96279158
1,1,718,45.96619012
2,0,719,45.96847403
1,1,718,45.97212694
1,1,719,45.97348012
1,1,720,45.9736566
1,1,721,45.97692337
2,0,722,45.985513
1,1,721,45.98678714
2,0,722,45.9924337
1,1,721,45.99272719
2,0,722,46.00117779
1,1,721,46.00597421
1,1,722,46.006425
2,0,723,46.00875054
1,1,722,46.01492946
1,1,723,46.01682836
2,0,724,46.01864547
1,1,723,46.01887107
2,0,724,46.02532137
2,0,723,46.02669089
1,1,722,46.02809844
2,0,723,46.03891999
1,1,722,46.03957218
1,1,723,46.04051971
1,1,724,46.04583759
1,1,725,46.04742864
2,0,726,46.04960148
2,0,725,46.05072555
2,0,724,46.05680518
1,1,723,46.05794825
1,1,724,46.05870915
1,1,725,46.05989083
2,0,726,46.06029517
2,0,725,46.06190879
2,0,724,46.06368663
2,0,723,46.06662741
2,0,722,46.06865655
2,0,721,46.0691053
1,1,720,46.07114452
1,1,721,46.07280152
1,1,722,46.07548096
1,1,723,46.07561397
2,0,724,46.07562052
2,0,723,46.0776821
1,1,722,46.08137502
1,1,723,46.08472087
2,0,724,46.08630429
2,0,723,46.08758834
2,0,722,46.08861323
2,0,721,46.09154959
2,0,720,46.09179204
2,0,719,46.09338234
1,1,718,46.09395107
2,0,719,46.09808073
2,0,718,46.10108428
1,1,717,46.10421303
2,0,718,46.10795866
1,1,717,46.10822536
1,1,718,46.11009319
2,0,719,46.11352842
2,0,718,46.11783409
2,0,717,46.11897275
1,1,716,46.12380574
1,1,717,46.12842066
2,0,718,46.12943864
2,0,717,46.13104844
1,1,716,46.13200545
2,0,717,46.13369675
2,0,716,46.13858686
1,1,715,46.13948585
2,0,716,46.14337857
1,1,715,46.14339961
1,1,716,46.15126993
1,1,717,46.15635067
2,0,718,46.15684277
1,1,717,46.16232928
1,1,718,46.16391627
2,0,719,46.16635705
1,1,718,46.16668323
1,1,719,46.16703927
2,0,720,46.17244639
2,0,719,46.17448217
1,1,718,46.17714554
2,0,719,46.17986437
1,1,718,46.18094686
2,0,719,46.18622452
1,1,718,46.18903103
2,0,719,46.19874624
2,0,718,46.19880365
2,0,717,46.19986487
2,0,716,46.19988889
2,0,715,46.20336337
2,0,714,46.20907479
1,1,713,46.2113844
2,0,714,46.21196482
2,0,713,46.21646549
1,1,712,46.21844553
1,1,713,46.2216647
2,0,714,46.22453049
2,0,713,46.22527413
1,1,712,46.22745462
2,0,713,46.2303156
1,1,712,46.23377852
2,0,713,46.23431507
2,0,712,46.23657644
1,1,711,46.23926556
2,0,712,46.24497835
2,0,711,46.24729986
1,1,710,46.2497546
1,1,711,46.25025679
1,1,712,46.25777169
1,1,713,46.27157933
2,0,714,46.27388422
2,0,713,46.27743294
2,0,712,46.27927619
1,1,711,46.2792921
1,1,712,46.28019197
1,1,713,46.28854074
2,0,714,46.28906912
2,0,713,46.28963867
2,0,712,46.29171723
2,0,711,46.29473682
2,0,710,46.29517259
2,0,709,46.29538354
2,0,708,46.29553355
2,0,707,46.2982911
1,1,706,46.30580906
2,0,707,46.30610737
1,1,706,46.30728475
2,0,707,46.30784961
2,0,706,46.30925837
1,1,705,46.31330541
1,1,706,46.31339995
2,0,707,46.31726225
1,1,706,46.3191555
2,0,707,46.32305256
2,0,706,46.32627951
2,0,705,46.32834397
1,1,704,46.33600397
1,1,705,46.33717376
1,1,706,46.34167519
2,0,707,46.34700665
2,0,706,46.3536724
2,0,705,46.35421476
1,1,704,46.35758478
1,1,705,46.36081384
1,1,706,46.3646863
2,0,707,46.36555842
2,0,706,46.37596592
1,1,705,46.3774032
1,1,706,46.38889106
1,1,707,46.38978759
1,1,708,46.3930759
1,1,709,46.40006803
1,1,710,46.40059479
2,0,711,46.40659807
1,1,710,46.4108587
1,1,711,46.41193018
2,0,712,46.41510507
1,1,711,46.41745621
1,1,712,46.4245561
2,0,713,46.42518265
2,0,712,46.43668825
1,1,711,46.43781851
2,0,712,46.43982103
2,0,711,46.44594819
2,0,710,46.44663543
1,1,709,46.4468943
1,1,710,46.4469463
2,0,711,46.44924033
2,0,710,46.45259089
1,1,709,46.45832559
2,0,710,46.45871355
2,0,709,46.46525988
1,1,708,46.46664299
1,1,709,46.47016912
1,1,710,46.47603786
2,0,711,46.47665682
1,1,710,46.47839516
2,0,711,46.48093037
1,1,710,46.48815419
2,0,711,46.48939657
1,1,710,46.49400793
2,0,711,46.49420242
1,1,710,46.49507553
1,1,711,46.49650948
1,1,712,46.49755613
2,0,713,46.50432705
1,1,712,46.50731608
2,0,713,46.5085909
2,0,712,46.510824
2,0,711,46.51189847
1,1,710,46.5140581
2,0,711,46.51732975
2,0,710,46.51760028
1,1,709,46.52252254
1,1,710,46.52744813
1,1,711,46.53005402
1,1,712,46.53470701
2,0,713,46.53504829
2,0,712,46.53648985
1,1,711,46.53826522
1,1,712,46.53959693
2,0,713,46.54065597
2,0,712,46.54111766
2,0,711,46.54125174
2,0,710,46.54146406
1,1,709,46.54259252
2,0,710,46.54452413
1,1,709,46.54603035
2,0,710,46.54782892
2,0,709,46.54867235
2,0,708,46.55785852
1,1,707,46.55844218
2,0,708,46.56602673
1,1,707,46.56682177
2,0,708,46.57848014
1,1,707,46.57908887
1,1,708,46.58613238
2,0,709,46.59069836
2,0,708,46.59527598
1,1,707,46.59680312
2,0,708,46.59728617
1,1,707,46.60137221
2,0,708,46.60422999
2,0,707,46.60967992
2,0,706,46.60970387
1,1,705,46.61160337
1,1,706,46.61169896
1,1,707,46.61757754
1,1,708,46.61764516
2,0,709,46.62078321
2,0,708,46.62155963
1,1,707,46.62211808
1,1,708,46.62471774
2,0,709,46.62757084
1,1,708,46.63333086
2,0,709,46.63381422
1,1,708,46.63435288
2,0,709,46.63928982
2,0,708,46.63961664
2,0,707,46.64016293
2,0,706,46.64114463
2,0,705,46.64338733
2,0,704,46.64906353
2,0,703,46.65183981
1,1,702,46.65307327
1,1,703,46.65595046
1,1,704,46.65640562
1,1,705,46.65671906
1,1,706,46.66355215
1,1,707,46.66430954
